,customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Tenure_ratio,tenure_ratio
5618,9932-WBWIK,11,1,0.0,Mailed check,20.35,215.25,No,1.85,0.05110336817653891
5619,4619-EVPHY,20,1,1.0,Bank transfer (automatic),91.0,1859.5,No,4.55,0.010755579456843238
5620,5286-YHCVC,72,1,,Bank transfer (automatic),104.8,7470.1,No,1.4555555555555555,0.009638425188417826
5621,6424-ELEYH,3,1,0.0,Credit card (automatic),74.75,229.5,Yes,24.916666666666668,0.013071895424836602
5622,4391-RESHN,23,1,0.0,Mailed check,104.05,2470.1,Yes,4.52391304347826,0.009311363912392212
5623,9115-YQHGA,40,1,0.0,Electronic check,51.1,2092.9,No,1.2775,0.019112236609489224
5624,4462-CYWMH,62,1,0.0,Bank transfer (automatic),89.8,5629.55,No,1.4483870967741934,0.011013313675160537
5625,8963-MQVYN,22,1,0.0,Electronic check,20.55,469.85,No,0.9340909090909091,0.04682345429392359
5626,2458-EOMRE,11,1,0.0,Bank transfer (automatic),64.05,733.95,No,5.822727272727272,0.014987396961645888
5627,9334-GWGOW,7,1,0.0,Electronic check,74.85,485.25,No,10.692857142857141,0.014425553838227717
5628,6821-BUXUX,13,1,0.0,Electronic check,96.65,1244.5,Yes,7.434615384615385,0.010445962233828847
5629,5028-HTLJB,1,1,0.0,Mailed check,20.05,20.05,Yes,20.05,0.04987531172069825
5630,9801-GDWGV,39,1,0.0,Electronic check,103.45,3994.45,Yes,2.6525641025641025,0.009763546921353379
5631,6542-LWGXJ,3,0,0.0,Mailed check,25.0,78.25,No,8.333333333333334,0.038338658146964855
5632,5567-GZKQY,58,1,,Credit card (automatic),20.3,1131.5,No,0.35000000000000003,0.05125939019001326
5633,1222-LRYKO,6,1,0.0,Mailed check,26.35,184.05,No,4.391666666666667,0.032599837000814993
5634,2320-JRSDE,1,1,0.0,Electronic check,19.9,19.9,Yes,19.9,0.05025125628140704
5635,2087-QAREY,22,1,0.0,Mailed check,54.7,1178.75,No,2.4863636363636363,0.018663838812301166
5636,0601-WZHJF,14,0,0.0,Electronic check,46.35,667.7,Yes,3.310714285714286,0.020967500374419648
5637,4423-JWZJN,64,1,1.0,Credit card (automatic),90.25,5629.15,No,1.41015625,0.011369389694714124
5638,5143-WMWOG,1,1,0.0,Electronic check,19.95,19.95,Yes,19.95,0.050125313283208024
5639,6490-FGZAT,6,1,0.0,Mailed check,20.65,109.3,No,3.4416666666666664,0.05489478499542544
5640,5393-RXQSZ,1,1,0.0,Electronic check,79.6,79.6,Yes,79.6,0.01256281407035176
5641,7452-FOLON,39,1,1.0,Bank transfer (automatic),25.45,958.45,No,0.6525641025641026,0.04069069852365799
5642,2320-TZRRH,20,1,1.0,Mailed check,19.5,403.15,No,0.975,0.04960932655339204
5643,0231-LXVAP,1,1,0.0,Electronic check,75.9,75.9,Yes,75.9,0.013175230566534914
5644,9444-JTXHZ,1,1,0.0,Electronic check,76.2,76.2,Yes,76.2,0.013123359580052493
5645,4942-VZZOM,64,1,1.0,Credit card (automatic),66.15,4392.5,No,1.03359375,0.014570290267501423
5646,5510-BOIUJ,1,1,0.0,Mailed check,19.25,19.25,Yes,19.25,0.05194805194805195
5647,7502-BNYGS,46,1,0.0,Credit card (automatic),69.1,3168.0,No,1.5021739130434781,0.01452020202020202
5648,4291-HYEBC,28,0,1.0,Electronic check,39.1,1096.6,No,1.3964285714285716,0.02553346708006566
5649,6147-CBCRA,33,1,0.0,Mailed check,20.05,669.45,No,0.6075757575757575,0.04929419672865785
5650,6047-SUHPR,39,1,1.0,Electronic check,59.8,2343.85,No,1.5333333333333332,0.01663929005695757
5651,4471-KXAUH,42,1,0.0,Electronic check,84.3,3588.4,Yes,2.007142857142857,0.011704380782521458
5652,9752-ZNQUT,1,1,0.0,Electronic check,48.6,48.6,No,48.6,0.0205761316872428
5653,7638-QVMVY,7,1,0.0,Electronic check,79.0,522.95,Yes,11.285714285714286,0.013385600917869776
5654,1576-PFZIW,70,1,,Credit card (automatic),105.35,7511.9,No,1.505,0.009318547903992332
5655,5666-MBJPT,65,1,,Bank transfer (automatic),25.1,1725.0,No,0.3861538461538462,0.03768115942028986
5656,7312-XSBAT,1,1,0.0,Electronic check,49.75,49.75,No,49.75,0.020100502512562814
5657,3096-GKWEB,18,1,0.0,Electronic check,94.75,1691.9,No,5.263888888888889,0.01063892665051126
5658,2371-JQHZZ,24,1,0.0,Electronic check,93.0,2248.05,No,3.875,0.01067591912991259
5659,0674-GCDXG,63,1,,Bank transfer (automatic),71.9,4479.2,No,1.1412698412698414,0.014065011609215932
5660,1121-QSIVB,44,1,1.0,Mailed check,77.55,3471.1,No,1.7625,0.012676096914522775
5661,4396-KLSEH,4,1,0.0,Electronic check,19.85,63.0,No,4.9625,0.06349206349206349
5662,3244-DCJWY,1,1,0.0,Electronic check,70.25,70.25,Yes,70.25,0.014234875444839857
5663,2824-MYYBN,37,1,0.0,Electronic check,95.25,3314.15,No,2.574324324324324,0.011164250260247725
5664,0875-CABNR,10,1,0.0,Credit card (automatic),84.6,865.55,Yes,8.459999999999999,0.011553347582462018
5665,6345-HOVES,34,0,0.0,Bank transfer (automatic),25.05,852.7,No,0.736764705882353,0.03987334349712677
5666,8318-LCNBW,35,0,1.0,Credit card (automatic),53.15,1930.9,No,1.5185714285714285,0.0181262623647004
5667,6469-QJKZW,4,1,0.0,Electronic check,20.15,91.4,No,5.0375,0.0437636761487965
5668,0147-ESWWR,39,1,0.0,Electronic check,101.25,3949.15,No,2.5961538461538463,0.009875542838332299
5669,1217-VASWC,43,1,1.0,Bank transfer (automatic),100.55,4304.0,No,2.338372093023256,0.009990706319702601
5670,7812-FZHPE,17,1,0.0,Mailed check,24.1,409.9,Yes,1.4176470588235295,0.04147353012929983
5671,6370-ZVHDV,61,1,,Bank transfer (automatic),25.3,1554.9,No,0.41475409836065574,0.03923081870216734
5672,5915-DGNVC,49,1,1.0,Electronic check,71.8,3472.05,No,1.4653061224489796,0.0141126999899195
5673,6260-XLACS,4,1,1.0,Mailed check,19.7,117.8,No,4.925,0.03395585738539898
5674,3566-CAAYU,64,0,,Electronic check,49.85,3210.35,No,0.77890625,0.019935521049106796
5675,4983-CCWMC,3,1,0.0,Mailed check,69.6,207.4,No,23.2,0.01446480231436837
5676,9103-CXVOK,1,1,0.0,Electronic check,19.75,19.75,No,19.75,0.05063291139240506
5677,2896-TBNBE,40,1,1.0,Electronic check,80.8,3132.75,No,2.02,0.012768334530364696
5678,4797-AXPXK,1,1,0.0,Electronic check,60.0,60.0,Yes,60.0,0.016666666666666666
5679,5229-PRWKT,8,1,0.0,Electronic check,86.55,649.65,Yes,10.81875,0.012314323097052259
5680,6982-UQZLY,1,1,0.0,Mailed check,20.85,20.85,Yes,20.85,0.047961630695443645
5681,2522-WLNSF,34,1,1.0,Bank transfer (automatic),64.2,2106.3,No,1.8882352941176472,0.016142050040355124
5682,3841-CONLJ,1,0,0.0,Electronic check,35.0,35.0,No,35.0,0.02857142857142857
5683,5057-LCOUI,39,0,0.0,Electronic check,50.75,2011.4,Yes,1.3012820512820513,0.019389479964204037
5684,0193-ESZXP,58,1,1.0,Credit card (automatic),105.5,6205.5,Yes,1.8189655172413792,0.009346547417613408
5685,4475-NVTLU,45,1,,Electronic check,19.2,903.7,No,0.42666666666666664,0.049795286046254286
5686,4369-HTUIF,6,1,0.0,Bank transfer (automatic),85.15,503.6,Yes,14.191666666666668,0.011914217633042096
5687,9386-LDCZR,43,1,1.0,Credit card (automatic),90.65,3882.3,No,2.108139534883721,0.011075908610874997
5688,9585-KKMFD,41,1,,Mailed check,20.0,879.8,No,0.4878048780487805,0.04660150034098659
5689,5399-ZIMKF,5,1,0.0,Electronic check,74.65,383.65,No,14.930000000000001,0.013032712107389549
5690,0336-KXKFK,72,0,,Credit card (automatic),61.2,4390.25,No,0.8500000000000001,0.016399977222253857
5691,5619-XZZKR,4,1,1.0,Mailed check,19.95,68.2,No,4.9875,0.05865102639296187
5692,3948-FVVRP,9,1,0.0,Mailed check,54.8,452.8,No,6.088888888888889,0.01987632508833922
5693,5327-XOKKY,72,1,,Credit card (automatic),73.45,5329.0,No,1.020138888888889,0.013510977669356352
5694,0983-TATYJ,33,1,1.0,Mailed check,51.45,1758.9,No,1.559090909090909,0.018761726078799248
5695,1813-JYWTO,72,1,,Bank transfer (automatic),80.45,5737.6,No,1.1173611111111112,0.012548800892359173
5696,0156-FVPTA,22,1,0.0,Electronic check,54.2,1152.7,Yes,2.463636363636364,0.019085625054220526
5697,1984-FCOWB,70,1,1.0,Electronic check,109.5,7674.55,Yes,1.5642857142857143,0.0091210559576783
5698,0654-HMSHN,21,1,0.0,Electronic check,104.4,2157.95,Yes,4.9714285714285715,0.009731458096804839
5699,6719-OXYBR,15,1,0.0,Electronic check,85.3,1219.85,No,5.6866666666666665,0.01229659384350535
5700,3312-ZWLGF,29,1,0.0,Electronic check,79.3,2414.55,No,2.7344827586206897,0.012010519558509866
5701,6476-YHMGA,15,1,0.0,Bank transfer (automatic),76.5,1155.6,No,5.1,0.012980269989615784
5702,5287-QWLKY,71,1,0.0,Credit card (automatic),105.1,7548.1,Yes,1.480281690140845,0.009406340668512606
5703,0795-XCCTE,72,1,,Bank transfer (automatic),25.4,1809.35,No,0.35277777777777775,0.03979329593500429
5704,0168-XZKBB,19,1,0.0,Electronic check,86.85,1564.4,No,4.571052631578947,0.012145231398619278
5705,3785-NRHYR,1,1,0.0,Mailed check,19.65,19.65,No,19.65,0.050890585241730284
5706,5196-SGOAK,1,1,0.0,Electronic check,75.7,75.7,Yes,75.7,0.01321003963011889
5707,4537-DKTAL,2,1,0.0,Electronic check,45.55,84.4,No,22.775,0.023696682464454975
5708,7072-MBHEV,11,1,0.0,Credit card (automatic),78.1,864.85,No,7.1,0.012718968607272937
5709,5602-BVFMK,12,1,1.0,Mailed check,19.3,228.75,No,1.6083333333333334,0.05245901639344262
5710,6297-NOOPG,70,1,,Electronic check,110.5,7752.05,No,1.5785714285714285,0.009029869518385459
5711,1891-UAWWU,20,1,0.0,Electronic check,90.8,1951.0,Yes,4.54,0.010251153254741158
5712,8204-TIFGJ,23,1,0.0,Bank transfer (automatic),20.3,470.6,No,0.8826086956521739,0.04887377815554611
5713,8050-DVOJX,49,1,,Credit card (automatic),81.35,4060.9,No,1.6602040816326529,0.012066290723731192
5714,6108-OQZDQ,4,1,0.0,Electronic check,97.95,384.5,Yes,24.4875,0.010403120936280884
5715,0363-QJVFX,32,1,0.0,Credit card (automatic),108.15,3432.9,Yes,3.3796875,0.009321564857700486
5716,8903-XEBGX,2,1,0.0,Electronic check,55.3,108.65,No,27.65,0.01840773124712379
5717,8169-SAEJD,69,0,,Credit card (automatic),56.55,3952.65,No,0.8195652173913043,0.01745664301165041
5718,9840-DVNDC,6,1,0.0,Credit card (automatic),80.5,463.05,Yes,13.416666666666666,0.01295756397797214
5719,1089-XZWHH,24,1,,Mailed check,19.7,494.05,No,0.8208333333333333,0.048578079141787266
5720,2325-WINES,32,1,1.0,Credit card (automatic),104.05,3416.85,No,3.2515625,0.009365351127500476
5721,6064-ZATLR,27,1,,Bank transfer (automatic),52.85,1498.65,No,1.9574074074074075,0.01801621459313382
5722,3096-JRDSO,27,1,0.0,Bank transfer (automatic),104.3,2867.75,Yes,3.8629629629629627,0.009415046639351408
5723,7824-PANSQ,58,1,0.0,Bank transfer (automatic),80.65,4807.35,No,1.3905172413793105,0.012064859017962079
5724,8042-JVNFH,1,1,0.0,Mailed check,71.35,71.35,Yes,71.35,0.014015416958654521
5725,9648-BCHKM,18,1,,Credit card (automatic),24.65,471.35,No,1.3694444444444445,0.03818818287896467
5726,2888-ADFAO,47,1,,Bank transfer (automatic),21.3,1041.8,No,0.4531914893617021,0.04511422537915147
5727,8707-HOEDG,70,1,,Electronic check,110.2,7689.8,No,1.5742857142857143,0.00910296756742698
5728,3374-LXDEV,13,1,0.0,Electronic check,89.4,1132.35,Yes,6.876923076923077,0.011480549300128054
5729,4072-IPYLT,36,1,0.0,Credit card (automatic),51.05,1815.0,No,1.4180555555555554,0.019834710743801654
5730,7167-PCEYD,67,1,,Mailed check,19.8,1311.3,No,0.2955223880597015,0.051094333867154736
5731,4936-YPJNK,10,1,0.0,Mailed check,19.9,199.45,No,1.9899999999999998,0.05013787916771121
5732,1580-BMCMR,19,1,0.0,Electronic check,87.3,1637.3,No,4.594736842105263,0.011604470775056495
5733,4817-KEQSP,71,1,,Bank transfer (automatic),19.85,1326.35,No,0.2795774647887324,0.053530365288196935
5734,6408-WHTEF,72,1,,Mailed check,89.4,6376.55,No,1.2416666666666667,0.011291372293795234
5735,9251-AWQGT,48,1,,Mailed check,20.0,935.9,No,0.4166666666666667,0.05128753071909392
5736,8749-CLJXC,1,1,0.0,Mailed check,20.05,20.05,No,20.05,0.04987531172069825
5737,7989-VCQOH,18,1,0.0,Electronic check,83.25,1611.15,No,4.625,0.011172144120659156
5738,5049-GLYVG,1,1,0.0,Mailed check,20.6,20.6,Yes,20.6,0.04854368932038835
5739,4199-QHJNM,67,1,,Bank transfer (automatic),102.9,6989.7,No,1.5358208955223882,0.009585532998555017
5740,8882-TLVRW,69,0,,Mailed check,39.1,2779.5,No,0.5666666666666667,0.0248246087425796
5741,5883-GTGVD,19,1,0.0,Electronic check,99.95,1931.75,Yes,5.260526315789474,0.00983564125792675
5742,5135-GRQJV,72,1,,Mailed check,114.5,8331.95,No,1.5902777777777777,0.008641434478123367
5743,2384-OVPSA,38,1,,Mailed check,20.2,735.9,No,0.531578947368421,0.05163745074058976
5744,1371-WEPDS,40,1,1.0,Electronic check,55.8,2283.3,No,1.395,0.01751850391976525
5745,3580-GICBM,61,1,,Mailed check,24.2,1445.2,No,0.39672131147540984,0.04220869083863825
5746,4817-QRJSX,10,1,0.0,Credit card (automatic),81.0,818.05,Yes,8.1,0.01222419167532547
5747,9730-DRTMJ,32,1,1.0,Credit card (automatic),72.8,2333.05,No,2.275,0.013715951222648463
5748,4686-UXDML,21,1,0.0,Credit card (automatic),99.85,1992.55,No,4.754761904761905,0.010539258738802038
5749,3349-ANQNH,59,1,1.0,Electronic check,99.5,5890.0,No,1.6864406779661016,0.010016977928692699
5750,2398-YPMUR,13,1,0.0,Electronic check,70.15,916.75,Yes,5.3961538461538465,0.01418052904281429
5751,0932-YIXYU,47,1,,Credit card (automatic),20.25,1029.8,No,0.4308510638297872,0.04563993008351137
5752,7480-SPLEF,69,1,,Bank transfer (automatic),26.0,1796.55,No,0.37681159420289856,0.038406946647741504
5753,7636-XUHWW,2,1,0.0,Credit card (automatic),19.9,33.7,No,9.95,0.05934718100890207
5754,1431-CYWMH,22,1,0.0,Bank transfer (automatic),19.05,454.05,No,0.865909090909091,0.048452813566787795
5755,5937-EORGB,15,1,0.0,Electronic check,96.5,1392.25,No,6.433333333333334,0.010773927096426647
5756,6349-JDHQP,53,1,,Credit card (automatic),19.85,1049.6,No,0.3745283018867925,0.050495426829268296
5757,5539-HIVAK,28,1,0.0,Mailed check,25.7,734.6,No,0.9178571428571428,0.03811598148652328
5758,5847-MXBEO,22,1,1.0,Mailed check,20.3,475.1,No,0.9227272727272727,0.046306040833508734
5759,9985-MWVIX,1,1,0.0,Mailed check,70.15,70.15,Yes,70.15,0.014255167498218103
5760,4583-PARNH,16,1,0.0,Electronic check,91.55,1540.05,No,5.721875,0.010389273075549495
5761,1116-FRYVH,48,0,,Mailed check,39.4,1978.65,No,0.8208333333333333,0.024258964445455233
5762,1421-HCERK,30,1,0.0,Bank transfer (automatic),105.7,3181.8,No,3.5233333333333334,0.009428625306430322
5763,9633-XQABV,3,1,0.0,Electronic check,70.25,229.7,No,23.416666666666668,0.0130605137135394
5764,0716-BQNDX,57,1,,Electronic check,93.75,5625.55,No,1.644736842105263,0.010132342615388716
5765,1265-XTECC,68,1,1.0,Credit card (automatic),96.55,6581.9,Yes,1.4198529411764707,0.01033136328415807
5766,1183-CANVH,23,1,1.0,Bank transfer (automatic),60.0,1347.15,No,2.608695652173913,0.017073080206361578
5767,1972-XMUWV,65,1,,Credit card (automatic),59.8,3808.2,No,0.9199999999999999,0.017068431279869754
5768,8679-LZBMD,44,1,1.0,Bank transfer (automatic),90.65,3974.15,No,2.060227272727273,0.011071549891171697
5769,3407-JMJQQ,71,1,,Bank transfer (automatic),109.0,7661.8,No,1.5352112676056338,0.00926675193818685
5770,6252-DFGTK,37,1,1.0,Credit card (automatic),68.1,2479.25,No,1.8405405405405404,0.014923868105273772
5771,1539-LNKHM,12,1,0.0,Mailed check,20.4,266.6,No,1.7,0.0450112528132033
5772,8645-KOMJQ,69,1,,Bank transfer (automatic),81.95,5601.4,No,1.1876811594202898,0.012318348984182527
5773,0289-IVARM,35,1,0.0,Electronic check,60.55,1982.6,No,1.73,0.017653586199939474
5774,9761-XUJWD,5,1,0.0,Bank transfer (automatic),65.6,339.9,No,13.12,0.014710208884966167
5775,4057-FKCZK,58,1,,Bank transfer (automatic),82.5,4828.05,No,1.4224137931034482,0.012013131595571712
5776,4291-TPNFG,72,1,,Bank transfer (automatic),82.3,5980.55,No,1.1430555555555555,0.012039026510939629
5777,6087-YPWHO,72,1,,Mailed check,68.15,4808.7,No,0.9465277777777779,0.014972861688190156
5778,3090-QFUVD,1,1,0.0,Credit card (automatic),20.3,20.3,No,20.3,0.04926108374384236
5779,2237-ZFSMY,39,1,1.0,Electronic check,95.55,3692.85,Yes,2.4499999999999997,0.010560948860636094
5780,1722-LDZJS,53,1,1.0,Credit card (automatic),20.2,1068.15,No,0.3811320754716981,0.04961849927444647
5781,1818-ESQMW,27,1,0.0,Electronic check,89.2,2383.6,No,3.303703703703704,0.011327403926833362
5782,4871-JTKJF,1,1,0.0,Electronic check,69.65,69.65,Yes,69.65,0.014357501794687724
5783,1415-YFWLT,1,1,0.0,Electronic check,89.3,89.3,Yes,89.3,0.011198208286674132
5784,7401-RUBNK,18,1,0.0,Electronic check,74.8,1438.05,No,4.155555555555555,0.012516950036507771
5785,0506-YLVKJ,46,1,,Mailed check,20.2,917.45,No,0.43913043478260866,0.0501389721510709
5786,8661-BOYNW,72,1,,Credit card (automatic),84.4,6096.45,No,1.1722222222222223,0.01181015180965972
5787,6711-VTNRE,36,1,0.0,Electronic check,87.55,3078.1,Yes,2.4319444444444445,0.01169552646112862
5788,4815-GBTCD,4,0,0.0,Electronic check,25.15,99.95,No,6.2875,0.0400200100050025
5789,2805-AUFQN,25,1,,Credit card (automatic),19.8,475.2,No,0.792,0.05260942760942761
5790,0980-PVMRC,40,0,0.0,Electronic check,50.85,2036.55,No,1.27125,0.019641059635167317
5791,7233-DRTRF,63,1,0.0,Electronic check,102.4,6444.05,No,1.6253968253968254,0.009776460455769275
5792,3500-RMZLT,15,1,0.0,Mailed check,96.3,1426.75,Yes,6.42,0.010513404590853337
5793,3873-NFTGI,14,1,0.0,Credit card (automatic),55.5,767.55,No,3.9642857142857144,0.01823985408116735
5794,1162-ECVII,72,1,,Bank transfer (automatic),109.75,7932.5,No,1.5243055555555556,0.009076583674755752
5795,7048-GXDAY,39,1,0.0,Electronic check,106.4,4040.65,No,2.7282051282051283,0.009651912439830225
5796,8571-ZCMCX,47,0,,Credit card (automatic),60.0,2768.65,No,1.2765957446808511,0.01697578242103552
5797,1169-WCVAK,19,1,0.0,Credit card (automatic),88.8,1672.35,No,4.673684210526315,0.011361258109845427
5798,4548-SDBKE,5,1,0.0,Electronic check,85.2,474.8,Yes,17.04,0.010530749789385004
5799,8066-POXGX,13,0,0.0,Electronic check,35.1,446.1,Yes,2.7,0.02914144810580587
5800,7129-CAKJW,17,1,0.0,Bank transfer (automatic),80.05,1345.65,No,4.708823529411765,0.012633299892245382
5801,8695-ARGXZ,34,1,0.0,Electronic check,75.55,2425.4,No,2.222058823529412,0.01401830625876144
5802,3570-YUEKJ,42,1,0.0,Electronic check,49.55,2077.95,No,1.1797619047619048,0.0202122283981809
5803,4143-OOBWZ,5,1,0.0,Electronic check,81.3,416.3,Yes,16.259999999999998,0.012010569300984866
5804,1555-HAPSU,71,1,,Credit card (automatic),23.9,1663.5,No,0.33661971830985915,0.04268109407874963
5805,1697-NVVGY,19,1,0.0,Bank transfer (automatic),66.4,1286.05,No,3.4947368421052634,0.014773920143073754
5806,7854-EKTJL,2,1,0.0,Electronic check,19.6,35.85,Yes,9.8,0.05578800557880056
5807,8464-EETCQ,57,1,,Credit card (automatic),18.8,1094.35,No,0.3298245614035088,0.05208571298030795
5808,2419-FSORS,72,1,,Electronic check,108.4,7719.5,No,1.5055555555555555,0.009327028952652373
5809,8132-YPVBX,6,1,0.0,Mailed check,85.95,514.6,No,14.325000000000001,0.011659541391371939
5810,9102-IAYHT,17,1,0.0,Electronic check,85.45,1451.6,Yes,5.026470588235294,0.011711215210801875
5811,6754-LZUKA,61,1,,Bank transfer (automatic),80.9,4932.5,No,1.3262295081967215,0.012366953877344145
5812,3422-LYEPQ,1,1,0.0,Electronic check,71.0,71.0,Yes,71.0,0.014084507042253521
5813,8099-MZPUJ,48,1,,Credit card (automatic),111.8,5443.65,No,2.3291666666666666,0.008817613182331709
5814,0787-LHDYT,16,1,0.0,Credit card (automatic),20.6,330.25,No,1.2875,0.04844814534443603
5815,2642-DTVCO,9,1,0.0,Electronic check,85.05,746.5,Yes,9.45,0.012056262558606833
5816,0374-IOEGQ,3,1,0.0,Electronic check,44.6,122.7,No,14.866666666666667,0.024449877750611245
5817,4361-JEIVL,1,1,0.0,Electronic check,44.4,44.4,Yes,44.4,0.022522522522522525
5818,3197-NNYNB,65,1,,Credit card (automatic),105.1,6631.85,No,1.616923076923077,0.00980118669752784
5819,3396-DKDEL,70,1,,Credit card (automatic),115.15,8250.0,No,1.645,0.008484848484848486
5820,1752-OZXFY,60,1,1.0,Mailed check,59.8,3561.15,No,0.9966666666666666,0.016848489954087865
5821,9066-QRSDU,69,1,1.0,Electronic check,26.3,1763.55,No,0.38115942028985506,0.039125627285872246
5822,9112-WSNPU,35,1,0.0,Electronic check,70.55,2419.0,No,2.0157142857142856,0.014468788755684168
5823,9867-NNXLC,22,1,0.0,Mailed check,20.05,470.2,No,0.9113636363636364,0.04678860059549128
5824,5321-NTRKC,66,1,,Bank transfer (automatic),79.85,5234.95,No,1.2098484848484847,0.012607570272877486
5825,1363-TXLSL,1,1,0.0,Electronic check,70.3,70.3,Yes,70.3,0.01422475106685633
5826,9507-EXLTT,1,1,0.0,Bank transfer (automatic),79.35,79.35,Yes,79.35,0.012602394454946441
5827,3161-GETRM,34,1,0.0,Credit card (automatic),90.05,3097.0,No,2.648529411764706,0.010978366160800775
5828,0402-OAMEN,72,1,,Bank transfer (automatic),24.45,1709.1,No,0.33958333333333335,0.042127435492364404
5829,6933-VLYFX,31,0,1.0,Electronic check,59.95,1848.8,No,1.9338709677419357,0.016767633059281698
5830,6754-WKSHP,30,1,1.0,Bank transfer (automatic),25.35,723.3,No,0.8450000000000001,0.0414765657403567
5831,9846-GKXAS,9,1,0.0,Bank transfer (automatic),90.8,809.75,Yes,10.088888888888889,0.011114541525162088
5832,6017-PPLPX,20,1,0.0,Electronic check,70.45,1470.95,Yes,3.5225,0.013596655222815187
5833,4976-LNFVV,19,0,0.0,Credit card (automatic),34.3,577.15,No,1.8052631578947367,0.032920384648704844
5834,5055-MGMGF,65,1,0.0,Electronic check,105.05,6914.95,No,1.616153846153846,0.00939992335447111
5835,4641-FROLU,30,1,,Mailed check,19.3,602.9,No,0.6433333333333333,0.04975949577044286
5836,2862-JVEOY,6,1,1.0,Mailed check,19.15,124.4,No,3.1916666666666664,0.04823151125401929
5837,2969-QWUBZ,2,0,0.0,Electronic check,51.4,96.8,No,25.7,0.02066115702479339
5838,9822-BIIGN,53,1,0.0,Electronic check,71.85,3827.9,No,1.3556603773584905,0.013845711747955798
5839,2077-MPJQO,7,1,0.0,Electronic check,75.4,533.05,No,10.771428571428572,0.013131976362442548
5840,1534-OULXE,61,1,1.0,Bank transfer (automatic),49.7,2961.4,No,0.8147540983606558,0.020598365637873976
5841,7136-RVDTZ,70,0,1.0,Electronic check,45.25,3264.45,Yes,0.6464285714285715,0.021443122118580467
5842,2971-SGAFL,13,1,0.0,Electronic check,78.75,995.35,No,6.0576923076923075,0.013060732405686441
5843,1480-IVEVR,35,1,1.0,Bank transfer (automatic),81.6,2815.25,No,2.3314285714285714,0.012432288429091555
5844,2905-KFQUV,2,1,0.0,Credit card (automatic),70.4,154.8,No,35.2,0.012919896640826873
5845,4581-SSPWD,3,1,0.0,Electronic check,75.8,246.3,Yes,25.266666666666666,0.012180267965895249
5846,3370-HXOPH,3,1,0.0,Electronic check,76.1,257.6,No,25.366666666666664,0.011645962732919254
5847,9391-YZEJW,62,1,1.0,Bank transfer (automatic),94.0,5757.2,No,1.5161290322580645,0.010769123879663726
5848,9958-MEKUC,72,1,,Credit card (automatic),103.95,7517.7,No,1.44375,0.009577397342272238
5849,0281-CNTZX,63,1,,Bank transfer (automatic),19.95,1234.8,No,0.31666666666666665,0.05102040816326531
5850,6927-WTFIV,20,1,0.0,Credit card (automatic),71.3,1389.2,Yes,3.565,0.014396775122372588
5851,4118-CEVPF,35,1,1.0,Bank transfer (automatic),110.8,3836.3,No,3.1657142857142855,0.009123374084404244
5852,3398-ZOUAA,21,1,0.0,Electronic check,69.1,1474.75,Yes,3.2904761904761903,0.0142397016443465
5853,9114-VEPUF,62,1,1.0,Electronic check,96.1,6001.45,No,1.5499999999999998,0.010330836714460672
5854,7876-BEUTG,15,1,0.0,Mailed check,48.8,720.1,No,3.253333333333333,0.02083044021663658
5855,2338-BQEZT,55,1,0.0,Credit card (automatic),50.55,2832.75,No,0.9190909090909091,0.019415762068661194
5856,9873-MNDKV,11,1,0.0,Mailed check,44.65,472.25,No,4.059090909090909,0.023292747485442033
5857,0378-NHQXU,17,1,0.0,Electronic check,88.25,1460.65,Yes,5.1911764705882355,0.01163865402389347
5858,8241-JUIQO,61,1,1.0,Bank transfer (automatic),19.45,1336.35,No,0.3188524590163934,0.045646724286302245
5859,2194-IIQOF,71,1,,Credit card (automatic),89.3,6388.65,No,1.2577464788732393,0.011113459024989631
5860,4512-ZUIYL,2,1,0.0,Bank transfer (automatic),70.0,153.05,Yes,35.0,0.01306762495916367
5861,9631-RXVJM,35,1,,Mailed check,19.25,677.9,No,0.55,0.05163003392830801
5862,9584-EXCDZ,17,1,0.0,Bank transfer (automatic),70.5,1165.6,No,4.147058823529412,0.014584763212079617
5863,7969-AULMZ,21,1,0.0,Electronic check,97.35,2119.5,Yes,4.635714285714285,0.009907997169143666
5864,5093-FEGLU,47,1,,Bank transfer (automatic),19.65,921.55,No,0.4180851063829787,0.0510010308719006
5865,2621-UDNLU,3,1,0.0,Mailed check,20.85,72.0,No,6.95,0.041666666666666664
5866,7526-IVLYU,3,1,0.0,Mailed check,19.65,68.35,No,6.55,0.04389173372348208
5867,2428-HYUNX,44,1,,Credit card (automatic),19.35,847.25,No,0.4397727272727273,0.05193272351726173
5868,9214-EKVXR,1,1,0.0,Mailed check,44.0,44.0,No,44.0,0.022727272727272728
5869,3410-MHHUM,44,1,1.0,Electronic check,94.4,4295.35,No,2.1454545454545455,0.010243635559383985
5870,0568-ONFPC,5,1,0.0,Bank transfer (automatic),25.9,135.0,Yes,5.18,0.037037037037037035
5871,0733-VUNUW,24,1,0.0,Bank transfer (automatic),55.65,1400.55,Yes,2.31875,0.017136125093713185
5872,4550-EVXNY,1,1,0.0,Electronic check,69.65,69.65,Yes,69.65,0.014357501794687724
5873,2122-YWVYA,18,1,0.0,Electronic check,75.4,1380.4,No,4.188888888888889,0.013039698638075919
